,Proj. Type,Organization Name,Project Name,City,SPA,CD,SD,Geo Code,HMIS Participating,Inventory Type,Bed Type,Target Pop.,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Victim Service Provider,Additional Federal Funding?,Housing Type,McKinney- Vento: Yhdp,Overflow Beds,PIT Count,Total Beds,Utilization Rate,funding_sources
677,Emergency Shelter,Reach For The Top,DHS Interim Housing Orange,Los Angeles,6,10,2,62118,No,Current,Facility-based beds,,0,0,25,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,24,25,96.0,['Additional Federal Funding: Other']
678,Tranisitional Housing,Safe Place for Youth,CES Transitional Housing Lighthouse,Los Angeles,5,11,3,62118,Yes,Current,,,0,0,15,0,0,0,0,0,15,0,0,No,Yes,Site-based - single site,No,0,9,15,60.0,['Additional Federal Funding: Other']
679,Tranisitional Housing,Safe Place for Youth,Host Homes Transitional Housing,Venice,5,11,3,62118,Yes,Current,,,0,0,15,0,0,0,0,0,15,0,0,No,Yes,Tenant-based - scattered site,No,0,4,15,26.667,['Additional Federal Funding: Other']
680,Tranisitional Housing,Safe Place for Youth,RHY Maternity Group Home Program,Inglewood,8,0,2,61740,Yes,Current,,,0,0,18,0,0,0,0,0,18,0,0,No,Yes,Site-based - single site,No,0,15,18,83.333,['Additional Federal Funding: MGH']
681,Tranisitional Housing,Safe Place for Youth,RHY Transitional Living Program,Los Angeles,5,5,3,62118,Yes,Current,,,0,0,20,0,0,0,0,0,20,0,0,No,Yes,Site-based - single site,No,0,6,20,30.0,['Additional Federal Funding: TLP']
682,Rapid Re-housing,Safe Place for Youth,TLS Youth SPA 5,Venice,5,11,3,62118,Yes,Current,,,0,0,9,0,0,0,0,0,9,0,0,No,Yes,Tenant-based - scattered site,No,0,9,9,100.0,['Additional Federal Funding: Other']
683,Rapid Re-housing,Safe Place for Youth,YHDP TLS,Venice,5,11,3,69037,Yes,Current,,,0,0,4,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,Yes,0,4,4,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Yhdp']"
684,Permonent Supportive Housing,"San Fernando Valley Community Mental Health Center, Inc.",CA1110 HACLA Shelter Plus Care Program,Van Nuys,2,6,3,62118,Yes,Current,,,0,0,25,0,0,0,0,0,0,25,0,No,No,Tenant-based - scattered site,No,0,20,25,80.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
685,Emergency Shelter,"San Fernando Valley Community Mental Health Center, Inc.",DHS Interim Housing SRO,Van Nuys,2,6,3,62118,Yes,Current,Facility-based beds,,0,0,10,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,10,10,100.0,['Additional Federal Funding: Other']
686,Emergency Shelter,"San Fernando Valley Community Mental Health Center, Inc.",DHS Interim Housing Town Homes,Van Nuys,2,6,3,62118,Yes,Current,Facility-based beds,,0,0,28,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,26,28,92.857,['Additional Federal Funding: Other']
687,Rapid Re-housing,"San Fernando Valley Community Mental Health Center, Inc.",Diversion 50,Van Nuys,2,6,3,62118,No,Current,,,0,0,10,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,10,10,100.0,[]
688,Other PH,"San Fernando Valley Community Mental Health Center, Inc.",HACLA Section 8 Homeless Program,Van Nuys,2,6,3,62118,Yes,Current,,,0,0,35,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,32,35,91.429,['Additional Federal Funding: PIH']
689,Permonent Supportive Housing,"San Fernando Valley Community Mental Health Center, Inc.",PBV/VASH Sun Valley Senior Veterans Apartments,Los Angeles,2,6,3,62118,No,Current,,,0,0,52,0,0,0,0,52,0,0,0,No,Yes,Site-based - single site,No,0,52,52,100.0,['Additional Federal Funding: HUD-VASH']
690,Tranisitional Housing,"San Fernando Valley Community Mental Health Center, Inc.",Sylvan Place Co-Op,Van Nuys,2,6,3,62118,No,Current,,,0,0,48,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,48,48,100.0,[]
691,Emergency Shelter,Sanctuary of Hope,CES Bridge Housing Program,Los Angeles,6,8,2,62118,Yes,Current,Facility-based beds,,0,0,9,0,0,0,0,0,9,0,0,No,Yes,Site-based - single site,No,0,7,9,77.778,"['Additional Federal Funding: TLP', 'Additional Federal Funding: Other']"
692,Tranisitional Housing,Sanctuary of Hope,CES Transitional Housing Hope Connections SPA 8,Hawthorne,8,0,2,61596,Yes,Current,,,0,0,10,0,0,0,0,0,10,0,0,No,Yes,Site-based - single site,No,0,8,10,80.0,['Additional Federal Funding: Other']
693,Tranisitional Housing,Sanctuary of Hope,Measure H Transitional Housing Program SPA 6,Los Angeles,6,10,2,62118,Yes,Current,,,0,0,13,0,0,0,0,0,13,0,0,No,Yes,Site-based - single site,No,0,11,13,84.615,['Additional Federal Funding: Other']
694,Tranisitional Housing,Sanctuary of Hope,YHDP TH-Joint Component,Ingelwood,8,0,2,69037,Yes,Current,,,0,0,8,0,0,0,0,0,8,0,0,No,Yes,Site-based - single site,Yes,0,6,8,75.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocThRrh', 'McKinney- Vento: Yhdp']"
695,Rapid Re-housing,Sanctuary of Hope,YHDP TLS,Los Angeles,6,10,2,62118,Yes,Current,,,0,0,5,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,Yes,0,5,5,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Yhdp']"
696,Rapid Re-housing,Sanctuary of Hope,YHDP TLS-Joint Component,Ingelwood,8,0,2,69037,Yes,Current,,,0,0,2,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,Yes,0,2,2,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocThRrh', 'McKinney- Vento: Yhdp']"
697,Emergency Shelter,"Serenity Recuperative Care, Inc.",DHS Recuperative Care East LA,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,0,0,24,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,31,24,129.167,['Additional Federal Funding: Other']
698,Emergency Shelter,"Serenity Recuperative Care, Inc.",DHS Recuperative Care Lake View Terrance,Sylmar,2,7,5,62118,Yes,Current,Facility-based beds,,0,0,10,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,11,10,110.0,['Additional Federal Funding: Other']
699,Emergency Shelter,"Serenity Recuperative Care, Inc.",DHS Recuperative Care Los Angeles,Los Angeles,6,8,2,62118,Yes,Current,Facility-based beds,,0,0,20,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,20,20,100.0,[]
700,Emergency Shelter,"Serenity Recuperative Care, Inc.",DHS Stabilization Cabrillo,Torrance,8,0,4,63744,Yes,Current,Facility-based beds,,0,0,22,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,21,22,95.455,['Additional Federal Funding: Other']
701,Rapid Re-housing,SHARE! (Self Help and Recovery Exchange),TLS Adult SPA 2,Culver City,5,0,2,69037,Yes,Current,,,0,0,13,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,13,13,100.0,['Additional Federal Funding: Other']
702,Rapid Re-housing,SHARE! (Self Help and Recovery Exchange),TLS Adult SPA 4,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,20,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,20,20,100.0,['Additional Federal Funding: Other']
703,Permonent Supportive Housing,Skid Row Housing Trust,CA0413 Lincoln Hotel - 40,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,40,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,32,40,80.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocPsh']"
704,Permonent Supportive Housing,Skid Row Housing Trust,CA0464 Abbey - 7,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,7,0,0,0,0,0,0,7,0,No,No,Site-based - single site,No,0,7,7,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
705,Permonent Supportive Housing,Skid Row Housing Trust,CA0464 Boyd - 42,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,42,0,0,0,0,0,0,42,0,No,No,Site-based - single site,No,0,28,42,66.667,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
706,Permonent Supportive Housing,Skid Row Housing Trust,CA0464 Central 1 - 19,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,19,0,0,0,0,0,0,19,0,No,No,Site-based - single site,No,0,12,19,63.158,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
707,Permonent Supportive Housing,Skid Row Housing Trust,CA0464 Crescent - 26,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,26,0,0,0,0,0,0,26,0,No,No,Site-based - single site,No,0,16,26,61.538,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
708,Permonent Supportive Housing,Skid Row Housing Trust,CA0464 ECP Scattered Sites - 10,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,10,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,9,10,90.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
709,Permonent Supportive Housing,Skid Row Housing Trust,CA0464 Hart Hotel - 1,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,1,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,1,1,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
710,Permonent Supportive Housing,Skid Row Housing Trust,CA0464 New Genesis - 2,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,2,0,0,0,0,0,0,2,0,No,No,Site-based - single site,No,0,2,2,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
711,Permonent Supportive Housing,Skid Row Housing Trust,CA0464 Sanborn - 36,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,36,0,0,0,0,0,0,36,0,No,No,Site-based - single site,No,0,22,36,61.111,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
712,Permonent Supportive Housing,Skid Row Housing Trust,CA0464 Senator - 21,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,21,0,0,0,0,0,0,21,0,No,No,Site-based - single site,No,0,14,21,66.667,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
713,Permonent Supportive Housing,Skid Row Housing Trust,CA0464 Simone - 40,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,40,0,0,0,0,0,0,40,0,No,No,Site-based - single site,No,0,31,40,77.5,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
714,Permonent Supportive Housing,Skid Row Housing Trust,CA0464 Southeast 1 - 30,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,30,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,22,30,73.333,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
715,Permonent Supportive Housing,Skid Row Housing Trust,CA0464 SP7 - 18,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,18,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,16,18,88.889,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocPsh']"
716,Permonent Supportive Housing,Skid Row Housing Trust,CA0464 St. George Hotel - 69,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,69,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,42,69,60.87,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
717,Permonent Supportive Housing,Skid Row Housing Trust,CA0797 Abbey Apartments - 9,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,9,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,7,9,77.778,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
718,Permonent Supportive Housing,Skid Row Housing Trust,CA0797 Boyd - 9,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,9,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,7,9,77.778,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
719,Permonent Supportive Housing,Skid Row Housing Trust,CA0797 Central 1 - 17,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,17,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,14,17,82.353,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
720,Permonent Supportive Housing,Skid Row Housing Trust,CA0797 Crescent - 1,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,1,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,1,1,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
721,Permonent Supportive Housing,Skid Row Housing Trust,CA0797 FLOR 401 Lofts - 14,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,14,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,13,14,92.857,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocPsh']"
722,Permonent Supportive Housing,Skid Row Housing Trust,CA0797 New Pershing - 11,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,11,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,10,11,90.909,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
723,Permonent Supportive Housing,Skid Row Housing Trust,CA0797 Olympia - 1,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,1,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,1,1,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
724,Permonent Supportive Housing,Skid Row Housing Trust,CA0797 Sanborn - 6,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,6,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,5,6,83.333,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
725,Permonent Supportive Housing,Skid Row Housing Trust,CA0797 Senator - 50,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,50,0,0,0,0,0,0,50,0,No,No,Site-based - single site,No,0,32,50,64.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
726,Permonent Supportive Housing,Skid Row Housing Trust,CA0797 Simone - 15,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,15,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,11,15,73.333,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
727,Permonent Supportive Housing,Skid Row Housing Trust,CA0797 St. George - 2,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,2,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,1,2,50.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
728,Permonent Supportive Housing,Skid Row Housing Trust,CA1051 Abbey Apartments - 45,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,45,0,0,0,0,0,0,45,0,No,No,Site-based - single site,No,0,39,45,86.667,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
729,Permonent Supportive Housing,Skid Row Housing Trust,CA1217 Abbey - 44,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,44,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,39,44,88.636,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
730,Permonent Supportive Housing,Skid Row Housing Trust,CA1224 St. George Hotel - 15,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,15,0,0,0,0,0,0,15,0,No,No,Site-based - single site,No,0,8,15,53.333,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
732,Permonent Supportive Housing,Skid Row Housing Trust,Dewey Hotel,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,42,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,25,42,59.524,[]
733,Permonent Supportive Housing,Skid Row Housing Trust,DHS 649 LOFTS - 36,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,36,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,25,36,69.444,['Additional Federal Funding: Other']
734,Permonent Supportive Housing,Skid Row Housing Trust,DHS FLOR 401 Lofts - 40,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,40,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,36,40,90.0,['Additional Federal Funding: Other']
735,Permonent Supportive Housing,Skid Row Housing Trust,Hart Hotel,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,35,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,26,35,74.286,[]
736,Permonent Supportive Housing,Skid Row Housing Trust,New Carver Apartments,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,92,0,0,0,0,0,0,34,0,No,No,Site-based - single site,No,0,73,92,79.348,[]
737,Permonent Supportive Housing,Skid Row Housing Trust,New Genesis Apartments Exodus - 49,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,49,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,36,49,73.469,['Additional Federal Funding: Other']
738,Permonent Supportive Housing,Skid Row Housing Trust,New Genesis Apartments SRHT - 30,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,30,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,26,30,86.667,[]
739,Permonent Supportive Housing,Skid Row Housing Trust,New Pershing Apartments,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,62,0,0,0,0,0,0,26,0,No,No,Site-based - single site,No,0,43,62,69.355,[]
740,Permonent Supportive Housing,Skid Row Housing Trust,PBV Simone Apartments,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,46,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,32,46,69.565,['Additional Federal Funding: PIH']
741,Permonent Supportive Housing,Skid Row Housing Trust,PBV SP7 SRHT - 59,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,59,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,54,59,91.525,['Additional Federal Funding: Other']
742,Permonent Supportive Housing,Skid Row Housing Trust,Produce Apartments,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,95,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,78,95,82.105,[]
743,Permonent Supportive Housing,Skid Row Housing Trust,Sec 8 Mod Rehab Rossmore 57,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,57,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,52,57,91.228,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
744,Permonent Supportive Housing,Skid Row Housing Trust,Section 8 Crescent Hotel Apartments - 6,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,6,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,6,6,100.0,['Additional Federal Funding: PIH']
745,Permonent Supportive Housing,Skid Row Housing Trust,Southeast 1 DHS - 60,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,60,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,46,60,76.667,['Additional Federal Funding: Other']
746,Permonent Supportive Housing,Skid Row Housing Trust,St Marks Hotel,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,89,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,70,89,78.652,[]
747,Permonent Supportive Housing,Skid Row Housing Trust,Star Apartments,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,100,0,0,0,0,0,0,58,0,No,No,Site-based - single site,No,0,85,100,85.0,[]
748,Permonent Supportive Housing,Skid Row Housing Trust,The Six Apartments,Los Angeles,4,1,1,62118,Yes,Current,,,0,0,50,0,0,0,0,0,0,39,0,No,No,Site-based - single site,No,0,42,50,84.0,[]
749,Emergency Shelter,Society of St. Vincent de Paul ,CES Bridge Housing Program,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,0,0,50,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,38,50,76.0,['Additional Federal Funding: Other']
750,Emergency Shelter,Society of St. Vincent de Paul ,DMH Interim Housing,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,0,0,10,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,5,10,50.0,['Additional Federal Funding: Other']
751,Permonent Supportive Housing,"Solari Enterprise, Inc.",Emerson Apartments,Los Angeles,4,1,1,62118,No,Current,,,0,0,38,0,0,0,0,28,0,0,0,No,Yes,Site-based - single site,No,0,38,38,100.0,['Additional Federal Funding: Other']
754,Permonent Supportive Housing,Southern California Health and Rehabilitation Program (SCHARP),CA0913 Southern California Health And Rehabilitation Program,Lynwood,6,0,4,62148,Yes,Current,,,0,0,119,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,27,119,22.689,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
755,Permonent Supportive Housing,Southern California Health and Rehabilitation Program (SCHARP),Figueroa Apartments,Los Angeles,6,9,2,62118,Yes,Current,,,0,0,18,0,0,0,0,0,0,10,0,No,No,Site-based - single site,No,0,13,18,72.222,[]
756,Permonent Supportive Housing,Southern California Health and Rehabilitation Program (SCHARP),HACOLA Shelter Plus Care,Lynwood,6,0,4,62148,Yes,Current,,,0,0,89,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,88,89,98.876,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
757,Permonent Supportive Housing,Southern California Health and Rehabilitation Program (SCHARP),Hoover Apartments,Los Angeles,6,8,2,62118,Yes,Current,,,0,0,6,0,0,0,0,0,0,6,0,No,No,Site-based - single site,No,0,6,6,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
759,Emergency Shelter,"Special Service for Groups, Inc.",A Bridge Home SSG FSC Crisis Housing Figueroa,Los Angeles,6,9,2,62118,Yes,Current,Facility-based beds,,30,15,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,26,30,86.667,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: EsgEs']"
760,Emergency Shelter,"Special Service for Groups, Inc.",A Bridge Home St. Andrews Place,Los Angeles,6,8,2,62118,Yes,Current,Facility-based beds,,0,0,90,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,63,90,70.0,['Additional Federal Funding: Other']
761,Emergency Shelter,"Special Service for Groups, Inc.",Bridge Housing City Roadmap Abundant Blessings,Los Angeles,4,9,2,62118,Yes,Current,Facility-based beds,,0,0,68,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,66,68,97.059,['Additional Federal Funding: Other']
762,Emergency Shelter,"Special Service for Groups, Inc.",Bridge Housing City Roadmap LAGC,Los Angeles,6,15,2,62118,Yes,Current,Facility-based beds,,0,0,16,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,11,16,68.75,['Additional Federal Funding: Other']
763,Emergency Shelter,"Special Service for Groups, Inc.",Bridge Housing City Roadmap Motorcycle Riders,Los Angeles,6,8,2,62118,Yes,Current,Facility-based beds,,0,0,32,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,28,32,87.5,['Additional Federal Funding: Other']
764,Permonent Supportive Housing,"Special Service for Groups, Inc.",CA0328 SSG APCTC TRA Scattered Sites,Los Angeles,4,1,1,62118,Yes,Current,,,0,0,5,0,0,0,0,0,0,5,0,No,No,Tenant-based - scattered site,No,0,5,5,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
765,Permonent Supportive Housing,"Special Service for Groups, Inc.",CA0798 SSG APCTC TRA Scattered Sites,Los Angeles,4,1,1,62118,Yes,Current,,,16,6,59,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,59,75,78.667,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
766,Permonent Supportive Housing,"Special Service for Groups, Inc.",CA1339 SPA 6 CES HACLA,Los Angeles,6,9,2,62118,Yes,Current,,,2,1,60,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,51,62,82.258,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
767,Permonent Supportive Housing,"Special Service for Groups, Inc.",CA1503 SPA 6 CES SSG,Los Angeles,6,9,2,62118,Yes,Current,,,0,0,40,0,0,0,0,0,0,40,0,No,No,Site-based - single site,No,0,18,40,45.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
768,Rapid Re-housing,"Special Service for Groups, Inc.",CDC Bringing Families Home SPA 6,Los Angeles,6,9,2,62118,Yes,Current,,,27,6,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,27,27,100.0,['Additional Federal Funding: Other']
769,Emergency Shelter,"Special Service for Groups, Inc.",CES Bridge Housing Program LAGC,Los Angeles,6,9,2,62118,Yes,Current,Facility-based beds,,0,0,10,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,6,10,60.0,['Additional Federal Funding: Other']
770,Emergency Shelter,"Special Service for Groups, Inc.",CES Bridge Housing Program TCLC,Los Angeles,6,8,2,62118,Yes,Current,Facility-based beds,,0,0,10,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,9,10,90.0,['Additional Federal Funding: Other']
771,Emergency Shelter,"Special Service for Groups, Inc.",CES Crisis Housing Program LAGC,Los Angeles,6,9,2,62118,Yes,Current,Facility-based beds,,0,0,60,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,54,60,90.0,['Additional Federal Funding: Other']
772,Emergency Shelter,"Special Service for Groups, Inc.",CES Crisis Housing Program TCLC,Los Angeles,6,8,2,62118,Yes,Current,Facility-based beds,,0,0,20,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,17,20,85.0,['Additional Federal Funding: Other']
773,Emergency Shelter,"Special Service for Groups, Inc.",CES Enhanced Bridge Housing Older Adults,Los Angeles,6,9,2,62118,Yes,Current,Facility-based beds,,0,0,16,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,12,16,75.0,['Additional Federal Funding: Other']
774,Emergency Shelter,"Special Service for Groups, Inc.",CES Enhanced Bridge Housing Single Females,Los Angeles,4,1,1,62118,Yes,Current,Facility-based beds,,0,0,20,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,12,20,60.0,['Additional Federal Funding: Other']
775,Emergency Shelter,"Special Service for Groups, Inc.",DMH Interim Housing Auntie Mele's House,Los Angeles,4,1,1,62118,Yes,Current,Facility-based beds,,0,0,14,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,10,14,71.429,['Additional Federal Funding: Other']
776,Emergency Shelter,"Special Service for Groups, Inc.",DMH Interim Housing Cedar Lodge,Los Angeles,6,10,2,62118,Yes,Current,Facility-based beds,,0,0,23,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,29,23,126.087,['Additional Federal Funding: Other']
777,Emergency Shelter,"Special Service for Groups, Inc.",DMH Interim Housing Journey To Wellness,Los Angeles,4,1,1,69037,Yes,Current,Facility-based beds,,0,0,22,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,20,22,90.909,['Additional Federal Funding: Other']
778,Emergency Shelter,"Special Service for Groups, Inc.",DMH Interim Housing Mark Twain,Los Angeles,4,13,3,62118,Yes,Current,Facility-based beds,,0,0,56,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,51,56,91.071,['Additional Federal Funding: Other']
779,Emergency Shelter,"Special Service for Groups, Inc.",DMH Interim Housing Pine Lodge,Los Angeles,6,10,2,62118,Yes,Current,Facility-based beds,,0,0,15,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,7,15,46.667,['Additional Federal Funding: Other']
